ep,return,steps,corr_frac,pol_loss,val_loss,entropy,smooth_return
1217,-16.0,71,0.18309859154929578,-0.8414130210876465,21.439531326293945,3.5689125061035156,-62.96578761941498
1218,4.0,79,0.3670886075949367,-0.40240490436553955,4.888974666595459,2.3199915885925293,-59.61749823844423
1219,-121.5,300,0.06333333333333334,0.2879050374031067,504.1412658691406,4.143104076385498,-62.711623326522016
1220,-23.5,137,0.21897810218978103,-0.4853476583957672,88.85530090332031,2.9071505069732666,-60.75104216019591
1221,-129.0,300,0.04666666666666667,-0.7479328513145447,454.6343994140625,4.056328296661377,-64.1634900521861
1222,-109.5,300,0.09,0.23441503942012787,331.50030517578125,3.0894112586975098,-66.43031554957679
1223,-84.5,220,0.07727272727272727,0.15036679804325104,430.01092529296875,4.3204426765441895,-67.33379977209795
1224,-138.0,300,0.02666666666666667,0.2532441318035126,622.2666625976562,4.963221073150635,-70.86710978349305
1225,-99.0,225,0.04,-0.3548022508621216,418.4998779296875,4.88038444519043,-72.2737542943184
1226,-123.0,300,0.06,-0.0614808164536953,437.22308349609375,3.8084912300109863,-74.81006657960248
1227,4.5,21,0.47619047619047616,-0.0033203307539224625,3.4235665798187256,2.0037379264831543,-70.84456325062236
1228,-88.5,300,0.13666666666666666,-0.3395247757434845,248.24766540527344,3.064645767211914,-71.72733508809124
1229,-147.0,300,0.006666666666666667,0.19063405692577362,638.8804321289062,4.902704238891602,-75.49096833368667
1230,-0.5,13,0.3076923076923077,-0.2584937512874603,0.7073795795440674,1.0892397165298462,-71.74141991700233
1231,-70.0,185,0.08108108108108109,-0.029340054839849472,225.07774353027344,3.267656087875366,-71.6543489211522
1232,5.0,11,0.6363636363636364,-0.6716623306274414,4.9180169105529785,1.289277195930481,-67.82163147509459
1233,-88.5,300,0.13666666666666666,-0.1917131096124649,243.0427703857422,3.040027618408203,-68.85554990133986
1234,-133.5,300,0.03666666666666667,-0.07227535545825958,528.7181396484375,3.286242961883545,-72.08777240627286
1235,-138.0,300,0.02666666666666667,-0.17708726227283478,555.7661743164062,4.361414432525635,-75.38338378595923
1236,-118.5,300,0.07,-0.3517160713672638,401.0659484863281,3.86875581741333,-77.53921459666125
1237,-118.5,300,0.07,-0.5612193942070007,457.703857421875,4.476400852203369,-79.58725386682818
1238,-130.5,300,0.043333333333333335,0.2747122049331665,487.810791015625,4.487439155578613,-82.13289117348677
1239,-120.0,300,0.06666666666666667,-0.3849545121192932,406.1893615722656,3.7482967376708984,-84.02624661481242
1240,-103.5,300,0.10333333333333333,-0.5567327737808228,416.742919921875,4.416790962219238,-84.9999342840718
1241,10.5,300,0.3566666666666667,-0.5308334827423096,60.765872955322266,2.2166588306427,-80.2249375698682
1242,-22.5,87,0.16091954022988506,-0.24301379919052124,35.2781982421875,2.7114386558532715,-77.3386906913748
1243,-112.5,300,0.08333333333333333,0.24868983030319214,428.0384826660156,3.7074427604675293,-79.09675615680605
1244,-136.5,300,0.03,-0.4451315999031067,558.2371826171875,4.881622791290283,-81.96691834896575
1245,-83.0,289,0.14186851211072665,-0.899672269821167,331.3839416503906,3.999072551727295,-82.01857243151747
1246,4.5,9,0.6666666666666666,0.6480680704116821,8.398707389831543,1.343419075012207,-77.6926438099416
